Sublibrary,Gene_symbol,Entrez_ID
Mitochondria/Trafficking/Motility,PALLD,
Mitochondria/Trafficking/Motility,CBR4,
Mitochondria/Trafficking/Motility,TMED1,
Mitochondria/Trafficking/Motility,SNX2,
Mitochondria/Trafficking/Motility,SNX9,
Mitochondria/Trafficking/Motility,SLC25A44,
Mitochondria/Trafficking/Motility,SLC25A30,
Mitochondria/Trafficking/Motility,CDC42SE1,
Mitochondria/Trafficking/Motility,NIPSNAP2,
Mitochondria/Trafficking/Motility,ERC2,
Mitochondria/Trafficking/Motility,MRM2,
Mitochondria/Trafficking/Motility,ATPAF1,
Mitochondria/Trafficking/Motility,GNG5,
Mitochondria/Trafficking/Motility,TMEM109,
Mitochondria/Trafficking/Motility,ISCU,
Mitochondria/Trafficking/Motility,MRPS25,
Mitochondria/Trafficking/Motility,G3BP2,
Mitochondria/Trafficking/Motility,HEATR1,
Mitochondria/Trafficking/Motility,MRPL4,
Mitochondria/Trafficking/Motility,PRELID3B,
Mitochondria/Trafficking/Motility,ARHGAP39,
Mitochondria/Trafficking/Motility,ARL17A,
Mitochondria/Trafficking/Motility,BICD2,
Mitochondria/Trafficking/Motility,ARHGEF16,
Mitochondria/Trafficking/Motility,STON2,
Mitochondria/Trafficking/Motility,CYP4F8,
Mitochondria/Trafficking/Motility,TIAM2,
Mitochondria/Trafficking/Motility,RAP2B,
Mitochondria/Trafficking/Motility,TMEM70,
Mitochondria/Trafficking/Motility,SPTA1,
Mitochondria/Trafficking/Motility,TRAPPC12,
Mitochondria/Trafficking/Motility,TIMM17B,
Mitochondria/Trafficking/Motility,ISCA2,
Mitochondria/Trafficking/Motility,ITGA3,
Mitochondria/Trafficking/Motility,ERGIC2,
Mitochondria/Trafficking/Motility,TUBA3E,
Mitochondria/Trafficking/Motility,PLEKHG3,
Mitochondria/Trafficking/Motility,C16orf70,
Mitochondria/Trafficking/Motility,SGCB,
Mitochondria/Trafficking/Motility,HSDL2,
Mitochondria/Trafficking/Motility,SNTG1,
Mitochondria/Trafficking/Motility,APOL3,
Mitochondria/Trafficking/Motility,SRD5A3,
Mitochondria/Trafficking/Motility,PLCH2,
Mitochondria/Trafficking/Motility,SGCE,
Mitochondria/Trafficking/Motility,MEGF10,
Mitochondria/Trafficking/Motility,GAS8,
Mitochondria/Trafficking/Motility,TMCO1,
Mitochondria/Trafficking/Motility,SEC23B,
Mitochondria/Trafficking/Motility,GMPPA,
Mitochondria/Trafficking/Motility,AP2S1,
Mitochondria/Trafficking/Motility,UGT1A8,
Mitochondria/Trafficking/Motility,RIN3,
Mitochondria/Trafficking/Motility,FRMPD1,
Mitochondria/Trafficking/Motility,DSC3,
Mitochondria/Trafficking/Motility,ZMIZ2,
Mitochondria/Trafficking/Motility,AGR2,
Mitochondria/Trafficking/Motility,ZDHHC4,
Mitochondria/Trafficking/Motility,CYP2W1,
Mitochondria/Trafficking/Motility,DHX37,
Mitochondria/Trafficking/Motility,WASHC3,
Mitochondria/Trafficking/Motility,BLID,
Mitochondria/Trafficking/Motility,SLC30A6,
Mitochondria/Trafficking/Motility,SCO1,
Mitochondria/Trafficking/Motility,ATP1A2,
Mitochondria/Trafficking/Motility,SNTB2,
Mitochondria/Trafficking/Motility,SYNGR1,
Mitochondria/Trafficking/Motility,NXF1,
Mitochondria/Trafficking/Motility,MARF1,
Mitochondria/Trafficking/Motility,RGMB,
Mitochondria/Trafficking/Motility,SLC39A4,
Mitochondria/Trafficking/Motility,KRTAP9-3,
Mitochondria/Trafficking/Motility,CAVIN2,
Mitochondria/Trafficking/Motility,CALCOCO1,
Mitochondria/Trafficking/Motility,SHROOM1,
Mitochondria/Trafficking/Motility,PLD6,
Mitochondria/Trafficking/Motility,KIF16B,
Mitochondria/Trafficking/Motility,CYFIP1,
Mitochondria/Trafficking/Motility,RAB27A,
Mitochondria/Trafficking/Motility,TMCO6,
Mitochondria/Trafficking/Motility,SLC25A46,
Mitochondria/Trafficking/Motility,SRI,
Mitochondria/Trafficking/Motility,UTP23,
Mitochondria/Trafficking/Motility,IPO13,
Mitochondria/Trafficking/Motility,SELENBP1,
Mitochondria/Trafficking/Motility,DOC2B,
Mitochondria/Trafficking/Motility,PALM,
Mitochondria/Trafficking/Motility,XPR1,
Mitochondria/Trafficking/Motility,CYP7A1,
Mitochondria/Trafficking/Motility,RAB11FIP3,
Mitochondria/Trafficking/Motility,MARCKSL1,
Mitochondria/Trafficking/Motility,ARHGEF11,
Mitochondria/Trafficking/Motility,PIGV,
Mitochondria/Trafficking/Motility,CLIC1,
Mitochondria/Trafficking/Motility,LRRC26,
Mitochondria/Trafficking/Motility,RGPD4,
Mitochondria/Trafficking/Motility,SPRY1,
Mitochondria/Trafficking/Motility,FGD4,
Mitochondria/Trafficking/Motility,MLPH,
Mitochondria/Trafficking/Motility,TMEM41A,
Mitochondria/Trafficking/Motility,COQ5,
Mitochondria/Trafficking/Motility,KLC4,
Mitochondria/Trafficking/Motility,EXOC6,
Mitochondria/Trafficking/Motility,CCDC51,
Mitochondria/Trafficking/Motility,MTRF1L,
Mitochondria/Trafficking/Motility,CHCHD4,
Mitochondria/Trafficking/Motility,TAZ,
Mitochondria/Trafficking/Motility,PLRG1,
Mitochondria/Trafficking/Motility,EQTN,
Mitochondria/Trafficking/Motility,RIN1,
Mitochondria/Trafficking/Motility,ACTC1,
Mitochondria/Trafficking/Motility,TPGS2,
Mitochondria/Trafficking/Motility,KANK2,
Mitochondria/Trafficking/Motility,SNX27,
Mitochondria/Trafficking/Motility,COPG1,
Mitochondria/Trafficking/Motility,ANO10,
Mitochondria/Trafficking/Motility,MRPL36,
Mitochondria/Trafficking/Motility,EMC3,
Mitochondria/Trafficking/Motility,PDZK1,
Mitochondria/Trafficking/Motility,EMC6,
Mitochondria/Trafficking/Motility,ALKBH7,
Mitochondria/Trafficking/Motility,HEG1,
Mitochondria/Trafficking/Motility,ERI1,
Mitochondria/Trafficking/Motility,SFT2D1,
Mitochondria/Trafficking/Motility,ELOVL6,
Mitochondria/Trafficking/Motility,PRR5-ARHGAP8,
Mitochondria/Trafficking/Motility,PAM16,
Mitochondria/Trafficking/Motility,CDV3,
Mitochondria/Trafficking/Motility,GUF1,
Mitochondria/Trafficking/Motility,PTGFRN,
Mitochondria/Trafficking/Motility,LPGAT1,
Mitochondria/Trafficking/Motility,ASAH2,
Mitochondria/Trafficking/Motility,KRT13,
Mitochondria/Trafficking/Motility,MRAS,
Mitochondria/Trafficking/Motility,OCIAD2,
Mitochondria/Trafficking/Motility,CYP7B1,
Mitochondria/Trafficking/Motility,CORO1B,
Mitochondria/Trafficking/Motility,PARL,
Mitochondria/Trafficking/Motility,KRT76,
Mitochondria/Trafficking/Motility,INA,
Mitochondria/Trafficking/Motility,COPB2,
Mitochondria/Trafficking/Motility,GPAA1,
Mitochondria/Trafficking/Motility,PAQR5,
Mitochondria/Trafficking/Motility,TXNRD3,
Mitochondria/Trafficking/Motility,AP1AR,
Mitochondria/Trafficking/Motility,IQSEC3,
Mitochondria/Trafficking/Motility,AUH,
Mitochondria/Trafficking/Motility,PIGZ,
Mitochondria/Trafficking/Motility,MRPL50,
Mitochondria/Trafficking/Motility,APOLD1,
Mitochondria/Trafficking/Motility,GNA15,
Mitochondria/Trafficking/Motility,TAPBPL,
Mitochondria/Trafficking/Motility,DHX32,
Mitochondria/Trafficking/Motility,STX1A,
Mitochondria/Trafficking/Motility,MICALL1,
Mitochondria/Trafficking/Motility,AIF1L,
Mitochondria/Trafficking/Motility,DOC2A,
Mitochondria/Trafficking/Motility,SDHAF2,
Mitochondria/Trafficking/Motility,ARL6,
Mitochondria/Trafficking/Motility,C1QBP,
Mitochondria/Trafficking/Motility,DMAC2L,
Mitochondria/Trafficking/Motility,OSBPL2,
Mitochondria/Trafficking/Motility,KRT86,
Mitochondria/Trafficking/Motility,KRTAP6-2,
Mitochondria/Trafficking/Motility,NECAB3,
Mitochondria/Trafficking/Motility,NME1-NME2,
Mitochondria/Trafficking/Motility,NUBPL,
Mitochondria/Trafficking/Motility,MPC1,
Mitochondria/Trafficking/Motility,SF3B1,
Mitochondria/Trafficking/Motility,EPB41L4A,
Mitochondria/Trafficking/Motility,C3orf52,
Mitochondria/Trafficking/Motility,MICAL3,
Mitochondria/Trafficking/Motility,TMEM160,
Mitochondria/Trafficking/Motility,QTRT2,
Mitochondria/Trafficking/Motility,SEC22C,
Mitochondria/Trafficking/Motility,SLC25A27,
Mitochondria/Trafficking/Motility,RERGL,
Mitochondria/Trafficking/Motility,RAPGEF2,
Mitochondria/Trafficking/Motility,AP4E1,
Mitochondria/Trafficking/Motility,SSBP1,
Mitochondria/Trafficking/Motility,SPAG4,
Mitochondria/Trafficking/Motility,ANKRD13C,
Mitochondria/Trafficking/Motility,UGT2B17,
Mitochondria/Trafficking/Motility,CGNL1,
Mitochondria/Trafficking/Motility,SLC25A31,
Mitochondria/Trafficking/Motility,CGN,
Mitochondria/Trafficking/Motility,STAB2,
Mitochondria/Trafficking/Motility,CNIH4,
Mitochondria/Trafficking/Motility,REXO2,
Mitochondria/Trafficking/Motility,ARMC4,
Mitochondria/Trafficking/Motility,APBA2,
Mitochondria/Trafficking/Motility,VILL,
Mitochondria/Trafficking/Motility,FAR2,
Mitochondria/Trafficking/Motility,WASF1,
Mitochondria/Trafficking/Motility,PFN4,
Mitochondria/Trafficking/Motility,FERMT3,
Mitochondria/Trafficking/Motility,SLC25A52,
Mitochondria/Trafficking/Motility,NT5C3A,
Mitochondria/Trafficking/Motility,NCBP3,
Mitochondria/Trafficking/Motility,CCDC136,
Mitochondria/Trafficking/Motility,COPZ1,
Mitochondria/Trafficking/Motility,UGT2A3,
Mitochondria/Trafficking/Motility,MICOS13,
Mitochondria/Trafficking/Motility,GYPC,
Mitochondria/Trafficking/Motility,CD3EAP,
Mitochondria/Trafficking/Motility,RCN3,
Mitochondria/Trafficking/Motility,DDX19A,
Mitochondria/Trafficking/Motility,GRIPAP1,
Mitochondria/Trafficking/Motility,TMBIM6,
Mitochondria/Trafficking/Motility,BANF1,
Mitochondria/Trafficking/Motility,SGCD,
Mitochondria/Trafficking/Motility,SCARA5,
Mitochondria/Trafficking/Motility,NLRX1,
Mitochondria/Trafficking/Motility,PABPC4,
Mitochondria/Trafficking/Motility,SYT15,
Mitochondria/Trafficking/Motility,SEC16A,
Mitochondria/Trafficking/Motility,RGL1,
Mitochondria/Trafficking/Motility,AP4M1,
Mitochondria/Trafficking/Motility,ACOT12,
Mitochondria/Trafficking/Motility,MRPL28,
Mitochondria/Trafficking/Motility,KRT24,
Mitochondria/Trafficking/Motility,CRYM,
Mitochondria/Trafficking/Motility,ABCC12,
Mitochondria/Trafficking/Motility,ALKBH1,
Mitochondria/Trafficking/Motility,NUP107,
Mitochondria/Trafficking/Motility,MYO9A,
Mitochondria/Trafficking/Motility,PHYHIPL,
Mitochondria/Trafficking/Motility,PLS1,
Mitochondria/Trafficking/Motility,ERP27,
Mitochondria/Trafficking/Motility,TEFM,
Mitochondria/Trafficking/Motility,DOCK11,
Mitochondria/Trafficking/Motility,MRPS7,
Mitochondria/Trafficking/Motility,PPL,
Mitochondria/Trafficking/Motility,COPG2,
Mitochondria/Trafficking/Motility,PLP2,
Mitochondria/Trafficking/Motility,MRPL57,
Mitochondria/Trafficking/Motility,SPG21,
Mitochondria/Trafficking/Motility,RUFY1,
Mitochondria/Trafficking/Motility,TMEM176A,
Mitochondria/Trafficking/Motility,TM9SF3,
Mitochondria/Trafficking/Motility,PPP1R18,
Mitochondria/Trafficking/Motility,MRPL30,
Mitochondria/Trafficking/Motility,DNAH12,
Mitochondria/Trafficking/Motility,MAN2A2,
Mitochondria/Trafficking/Motility,IST1,
Mitochondria/Trafficking/Motility,NEB,
Mitochondria/Trafficking/Motility,NUDT12,
Mitochondria/Trafficking/Motility,AKR7A2,
Mitochondria/Trafficking/Motility,MRPL34,
Mitochondria/Trafficking/Motility,GLOD4,
Mitochondria/Trafficking/Motility,ALG11,
Mitochondria/Trafficking/Motility,LRRN3,
Mitochondria/Trafficking/Motility,CERS5,
Mitochondria/Trafficking/Motility,DYNLT1,
Mitochondria/Trafficking/Motility,GRB7,
Mitochondria/Trafficking/Motility,MRPS12,
Mitochondria/Trafficking/Motility,RESP18,
Mitochondria/Trafficking/Motility,LDAH,
Mitochondria/Trafficking/Motility,CCDC92,
Mitochondria/Trafficking/Motility,PLIN4,
Mitochondria/Trafficking/Motility,SYNPO2L,
Mitochondria/Trafficking/Motility,PNPLA2,
Mitochondria/Trafficking/Motility,TBC1D8B,
Mitochondria/Trafficking/Motility,PKD2L1,
Mitochondria/Trafficking/Motility,TCHP,
Mitochondria/Trafficking/Motility,ADSL,
Mitochondria/Trafficking/Motility,SLC35C2,
Mitochondria/Trafficking/Motility,ALG9,
Mitochondria/Trafficking/Motility,ISOC2,
Mitochondria/Trafficking/Motility,PPAN,
Mitochondria/Trafficking/Motility,FGFRL1,
Mitochondria/Trafficking/Motility,ABCF1,
Mitochondria/Trafficking/Motility,REEP6,
Mitochondria/Trafficking/Motility,THG1L,
Mitochondria/Trafficking/Motility,MRPL55,
Mitochondria/Trafficking/Motility,RAPGEFL1,
Mitochondria/Trafficking/Motility,RRAGB,
Mitochondria/Trafficking/Motility,RSAD2,
Mitochondria/Trafficking/Motility,NOC3L,
Mitochondria/Trafficking/Motility,ECHDC2,
Mitochondria/Trafficking/Motility,ATAD3B,
Mitochondria/Trafficking/Motility,NUP205,
Mitochondria/Trafficking/Motility,ACTN1,
Mitochondria/Trafficking/Motility,CBY2,
Mitochondria/Trafficking/Motility,MRPS18C,
Mitochondria/Trafficking/Motility,ARHGEF38,
Mitochondria/Trafficking/Motility,MAP7,
Mitochondria/Trafficking/Motility,PRAM1,
Mitochondria/Trafficking/Motility,RASEF,
Mitochondria/Trafficking/Motility,AP2M1,
Mitochondria/Trafficking/Motility,WDR19,
Mitochondria/Trafficking/Motility,ITGA2,
Mitochondria/Trafficking/Motility,PTRH1,
Mitochondria/Trafficking/Motility,JAGN1,
Mitochondria/Trafficking/Motility,MID1IP1,
Mitochondria/Trafficking/Motility,KIF18B,
Mitochondria/Trafficking/Motility,C15orf48,
Mitochondria/Trafficking/Motility,AASDH,
Mitochondria/Trafficking/Motility,COX8C,
Mitochondria/Trafficking/Motility,PRORP,
Mitochondria/Trafficking/Motility,MPPE1,
Mitochondria/Trafficking/Motility,TTLL3,
Mitochondria/Trafficking/Motility,ACTBL2,
Mitochondria/Trafficking/Motility,SRP68,
Mitochondria/Trafficking/Motility,ARF5,
Mitochondria/Trafficking/Motility,SURF4,
Mitochondria/Trafficking/Motility,KIF5A,
Mitochondria/Trafficking/Motility,COX6B2,
Mitochondria/Trafficking/Motility,GFPT2,
Mitochondria/Trafficking/Motility,AP5S1,
Mitochondria/Trafficking/Motility,PRICKLE4,
Mitochondria/Trafficking/Motility,SLC7A13,
Mitochondria/Trafficking/Motility,SLC35C1,
Mitochondria/Trafficking/Motility,MYOM1,
Mitochondria/Trafficking/Motility,AKAP17A,
Mitochondria/Trafficking/Motility,SDHAF4,
Mitochondria/Trafficking/Motility,NKD2,
Mitochondria/Trafficking/Motility,KIF21B,
Mitochondria/Trafficking/Motility,FIBP,
Mitochondria/Trafficking/Motility,BAIAP3,
Mitochondria/Trafficking/Motility,MDN1,
Mitochondria/Trafficking/Motility,EXOC1,
Mitochondria/Trafficking/Motility,TGFBRAP1,
Mitochondria/Trafficking/Motility,CACFD1,
Mitochondria/Trafficking/Motility,ARMS2,
Mitochondria/Trafficking/Motility,TRIOBP,
Mitochondria/Trafficking/Motility,MAP1B,
Mitochondria/Trafficking/Motility,KDM4E,
Mitochondria/Trafficking/Motility,CLTC,
Mitochondria/Trafficking/Motility,SLC26A5,
Mitochondria/Trafficking/Motility,SREK1,
Mitochondria/Trafficking/Motility,DHX29,
Mitochondria/Trafficking/Motility,FAM71C,
Mitochondria/Trafficking/Motility,SLC35E1,
Mitochondria/Trafficking/Motility,MRPL21,
Mitochondria/Trafficking/Motility,SLC30A9,
Mitochondria/Trafficking/Motility,GJB2,
Mitochondria/Trafficking/Motility,CDC42EP4,
Mitochondria/Trafficking/Motility,SRP72,
Mitochondria/Trafficking/Motility,CISD2,
Mitochondria/Trafficking/Motility,SYTL3,
Mitochondria/Trafficking/Motility,ERAS,
Mitochondria/Trafficking/Motility,RAI14,
Mitochondria/Trafficking/Motility,XPO1,
Mitochondria/Trafficking/Motility,MRPL40,
Mitochondria/Trafficking/Motility,SULF2,
Mitochondria/Trafficking/Motility,UQCC1,
Mitochondria/Trafficking/Motility,SLC25A24,
Mitochondria/Trafficking/Motility,ACTRT1,
Mitochondria/Trafficking/Motility,DENND1A,
Mitochondria/Trafficking/Motility,AP4S1,
Mitochondria/Trafficking/Motility,STXBP5L,
Mitochondria/Trafficking/Motility,ARHGEF4,
Mitochondria/Trafficking/Motility,MYLPF,
Mitochondria/Trafficking/Motility,ABR,
Mitochondria/Trafficking/Motility,SH2B2,
Mitochondria/Trafficking/Motility,WLS,
Mitochondria/Trafficking/Motility,TLCD3B,
Mitochondria/Trafficking/Motility,ATXN7,
Mitochondria/Trafficking/Motility,VCX3A,
Mitochondria/Trafficking/Motility,ENAH,
Mitochondria/Trafficking/Motility,MCUR1,
Mitochondria/Trafficking/Motility,SEC22A,
Mitochondria/Trafficking/Motility,ATAD3A,
Mitochondria/Trafficking/Motility,DYNC1I2,
Mitochondria/Trafficking/Motility,MYOM2,
Mitochondria/Trafficking/Motility,SDR9C7,
Mitochondria/Trafficking/Motility,36951,
Mitochondria/Trafficking/Motility,AP2A2,
Mitochondria/Trafficking/Motility,REEP5,
Mitochondria/Trafficking/Motility,MRPL14,
Mitochondria/Trafficking/Motility,PAG1,
Mitochondria/Trafficking/Motility,CHGB,
Mitochondria/Trafficking/Motility,KRT6C,
Mitochondria/Trafficking/Motility,GULP1,
Mitochondria/Trafficking/Motility,TAGLN,
Mitochondria/Trafficking/Motility,LYRM1,
Mitochondria/Trafficking/Motility,KXD1,
Mitochondria/Trafficking/Motility,ABCF2,
Mitochondria/Trafficking/Motility,CAPRIN2,
Mitochondria/Trafficking/Motility,PLEKHA2,
Mitochondria/Trafficking/Motility,SFXN1,
Mitochondria/Trafficking/Motility,RSU1,
Mitochondria/Trafficking/Motility,GORASP1,
Mitochondria/Trafficking/Motility,RPP14,
Mitochondria/Trafficking/Motility,LYRM2,
Mitochondria/Trafficking/Motility,KRT14,
Mitochondria/Trafficking/Motility,VWA8,
Mitochondria/Trafficking/Motility,COQ4,
Mitochondria/Trafficking/Motility,UGT1A10,
Mitochondria/Trafficking/Motility,RAPGEF1,
Mitochondria/Trafficking/Motility,POMGNT1,
Mitochondria/Trafficking/Motility,MRPS16,
Mitochondria/Trafficking/Motility,ECHDC3,
Mitochondria/Trafficking/Motility,SLC25A3,
Mitochondria/Trafficking/Motility,SLC25A45,
Mitochondria/Trafficking/Motility,ARHGAP5,
Mitochondria/Trafficking/Motility,COG8,
Mitochondria/Trafficking/Motility,FRMD8,
Mitochondria/Trafficking/Motility,DAOA,
Mitochondria/Trafficking/Motility,MYADML2,
Mitochondria/Trafficking/Motility,SYN3,
Mitochondria/Trafficking/Motility,TUT7,
Mitochondria/Trafficking/Motility,MRPS21,
Mitochondria/Trafficking/Motility,PGAP1,
Mitochondria/Trafficking/Motility,GTPBP3,
Mitochondria/Trafficking/Motility,PRELID1,
Mitochondria/Trafficking/Motility,CWH43,
Mitochondria/Trafficking/Motility,CYP39A1,
Mitochondria/Trafficking/Motility,MRPS34,
Mitochondria/Trafficking/Motility,SH3D19,
Mitochondria/Trafficking/Motility,UQCRHL,
Mitochondria/Trafficking/Motility,CEP89,
Mitochondria/Trafficking/Motility,VAMP7,
Mitochondria/Trafficking/Motility,NKIRAS1,
Mitochondria/Trafficking/Motility,STARD9,
Mitochondria/Trafficking/Motility,RTP4,
Mitochondria/Trafficking/Motility,KIAA2013,
Mitochondria/Trafficking/Motility,MRPL10,
Mitochondria/Trafficking/Motility,POMT1,
Mitochondria/Trafficking/Motility,MRPL58,
Mitochondria/Trafficking/Motility,SCARF1,
Mitochondria/Trafficking/Motility,CES2,
Mitochondria/Trafficking/Motility,NUP155,
Mitochondria/Trafficking/Motility,EBPL,
Mitochondria/Trafficking/Motility,OXR1,
Mitochondria/Trafficking/Motility,ACTL7A,
Mitochondria/Trafficking/Motility,COA5,
Mitochondria/Trafficking/Motility,AGPAT5,
Mitochondria/Trafficking/Motility,OGFOD3,
Mitochondria/Trafficking/Motility,RMDN3,
Mitochondria/Trafficking/Motility,MRPL19,
Mitochondria/Trafficking/Motility,BCAP29,
Mitochondria/Trafficking/Motility,ACTN2,
Mitochondria/Trafficking/Motility,RASL12,
Mitochondria/Trafficking/Motility,LOR,
Mitochondria/Trafficking/Motility,HMGN5,
Mitochondria/Trafficking/Motility,HIGD2A,
Mitochondria/Trafficking/Motility,RPH3AL,
Mitochondria/Trafficking/Motility,AP1B1,
Mitochondria/Trafficking/Motility,PRODH2,
Mitochondria/Trafficking/Motility,SLC35F5,
Mitochondria/Trafficking/Motility,SMIM5,
Mitochondria/Trafficking/Motility,GTPBP2,
Mitochondria/Trafficking/Motility,BOLA1,
Mitochondria/Trafficking/Motility,VAMP3,
Mitochondria/Trafficking/Motility,YRDC,
Mitochondria/Trafficking/Motility,STX16,
Mitochondria/Trafficking/Motility,SHISA5,
Mitochondria/Trafficking/Motility,RAB5IF,
Mitochondria/Trafficking/Motility,PLPPR4,
Mitochondria/Trafficking/Motility,CXADR,
Mitochondria/Trafficking/Motility,GLRX5,
Mitochondria/Trafficking/Motility,CNN1,
Mitochondria/Trafficking/Motility,ING3,
Mitochondria/Trafficking/Motility,PEX5,
Mitochondria/Trafficking/Motility,RAD51C,
Mitochondria/Trafficking/Motility,MAIP1,
Mitochondria/Trafficking/Motility,RPUSD1,
Mitochondria/Trafficking/Motility,LGALS12,
Mitochondria/Trafficking/Motility,APMAP,
Mitochondria/Trafficking/Motility,SEC24B,
Mitochondria/Trafficking/Motility,PIGR,
Mitochondria/Trafficking/Motility,GGA2,
Mitochondria/Trafficking/Motility,BRD8,
Mitochondria/Trafficking/Motility,MYOZ3,
Mitochondria/Trafficking/Motility,AP3S1,
Mitochondria/Trafficking/Motility,RAB9B,
Mitochondria/Trafficking/Motility,RAP1GAP,
Mitochondria/Trafficking/Motility,SCD5,
Mitochondria/Trafficking/Motility,NDFIP2,
Mitochondria/Trafficking/Motility,DDT,
Mitochondria/Trafficking/Motility,SMCP,
Mitochondria/Trafficking/Motility,NUDT5,
Mitochondria/Trafficking/Motility,WDFY1,
Mitochondria/Trafficking/Motility,DAZAP1,
Mitochondria/Trafficking/Motility,TMOD1,
Mitochondria/Trafficking/Motility,MYH13,
Mitochondria/Trafficking/Motility,FMN1,
Mitochondria/Trafficking/Motility,RAB5B,
Mitochondria/Trafficking/Motility,MRPS23,
Mitochondria/Trafficking/Motility,DCAKD,
Mitochondria/Trafficking/Motility,MRPL32,
Mitochondria/Trafficking/Motility,TRMT10C,
Mitochondria/Trafficking/Motility,NECTIN3,
Mitochondria/Trafficking/Motility,SPAG6,
Mitochondria/Trafficking/Motility,PPA2,
Mitochondria/Trafficking/Motility,HHAT,
Mitochondria/Trafficking/Motility,SLC66A2,
Mitochondria/Trafficking/Motility,IER3IP1,
Mitochondria/Trafficking/Motility,ACOT1,
Mitochondria/Trafficking/Motility,SSX2IP,
Mitochondria/Trafficking/Motility,ARHGAP1,
Mitochondria/Trafficking/Motility,DIRAS2,
Mitochondria/Trafficking/Motility,CTU2,
Mitochondria/Trafficking/Motility,PACS1,
Mitochondria/Trafficking/Motility,MCOLN3,
Mitochondria/Trafficking/Motility,ASPHD2,
Mitochondria/Trafficking/Motility,MT1X,
Mitochondria/Trafficking/Motility,MACROD1,
Mitochondria/Trafficking/Motility,DCTN5,
Mitochondria/Trafficking/Motility,RHOF,
Mitochondria/Trafficking/Motility,RAB1B,
Mitochondria/Trafficking/Motility,PDLIM3,
Mitochondria/Trafficking/Motility,ABHD10,
Mitochondria/Trafficking/Motility,SFXN3,
Mitochondria/Trafficking/Motility,SLC25A35,
Mitochondria/Trafficking/Motility,COX16,
